,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,SEMANA,UUID
870,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,050810,2021-07,1
871,AYACUCHO,SUCRE,BELEN,050902,2021-07,2
872,AYACUCHO,SUCRE,CHALCOS,050903,2021-07,1
873,AYACUCHO,SUCRE,CHALCOS,050903,2021-08,1
874,AYACUCHO,SUCRE,CHILCAYOC,050904,2021-07,2
875,AYACUCHO,SUCRE,HUACAÑA,050905,2021-07,1
876,AYACUCHO,SUCRE,HUACAÑA,050905,2021-08,1
877,AYACUCHO,SUCRE,MORCOLLA,050906,2021-07,2
878,AYACUCHO,SUCRE,MORCOLLA,050906,2021-08,2
879,AYACUCHO,SUCRE,MORCOLLA,050906,2021-09,1
880,AYACUCHO,SUCRE,PAICO,050907,2021-07,2
881,AYACUCHO,SUCRE,PAICO,050907,2021-08,1
882,AYACUCHO,SUCRE,QUEROBAMBA,050901,2021-06,3
883,AYACUCHO,SUCRE,QUEROBAMBA,050901,2021-07,3
884,AYACUCHO,SUCRE,QUEROBAMBA,050901,2021-08,1
885,AYACUCHO,SUCRE,QUEROBAMBA,050901,2021-09,1
886,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,050908,2021-07,2
887,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,050908,2021-08,1
888,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,050909,2021-07,2
889,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,050909,2021-08,1
890,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,050910,2021-07,2
891,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,050910,2021-08,1
892,AYACUCHO,SUCRE,SORAS,050911,2021-07,2
893,AYACUCHO,SUCRE,SORAS,050911,2021-08,2
894,AYACUCHO,SUCRE,SORAS,050911,2021-09,1
895,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,051002,2021-07,2
896,AYACUCHO,VICTOR FAJARDO,APONGO,051003,2021-08,2
897,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,051004,2021-07,2
898,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,051004,2021-08,1
899,AYACUCHO,VICTOR FAJARDO,CANARIA,051005,2021-07,3
900,AYACUCHO,VICTOR FAJARDO,CANARIA,051005,2021-08,3
901,AYACUCHO,VICTOR FAJARDO,CANARIA,051005,2021-09,1
902,AYACUCHO,VICTOR FAJARDO,CAYARA,051006,2021-07,2
903,AYACUCHO,VICTOR FAJARDO,COLCA,051007,2021-07,1
904,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,051008,2021-07,1
905,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,051008,2021-08,2
906,AYACUCHO,VICTOR FAJARDO,HUANCAPI,051001,2021-06,3
907,AYACUCHO,VICTOR FAJARDO,HUANCAPI,051001,2021-07,5
908,AYACUCHO,VICTOR FAJARDO,HUANCAPI,051001,2021-08,1
909,AYACUCHO,VICTOR FAJARDO,HUANCAPI,051001,2021-09,2
910,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,051009,2021-07,2
911,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,051009,2021-08,1
912,AYACUCHO,VICTOR FAJARDO,HUAYA,,2021-07,1
913,AYACUCHO,VICTOR FAJARDO,HUAYA,,2021-08,3
914,AYACUCHO,VICTOR FAJARDO,HUAYA,,2021-09,1
915,AYACUCHO,VICTOR FAJARDO,SARHUA,051011,2021-07,2
916,AYACUCHO,VICTOR FAJARDO,SARHUA,051011,2021-08,2
917,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,051012,2021-07,1
918,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,051012,2021-08,1
919,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,051102,2021-07,2
920,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,051102,2021-08,1
921,AYACUCHO,VILCAS HUAMAN,CARHUANCA,051103,2021-07,1
922,AYACUCHO,VILCAS HUAMAN,CONCEPCION,051104,2021-07,1
923,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,051105,2021-07,1
924,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,051106,2021-07,2
925,AYACUCHO,VILCAS HUAMAN,SAURAMA,051107,2021-07,2
926,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,051101,2021-06,3
927,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,051101,2021-07,3
928,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,051101,2021-08,2
929,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,051101,2021-09,1
930,AYACUCHO,VILCAS HUAMAN,VISCHONGO,051108,2021-07,2
931,AYACUCHO,VILCAS HUAMAN,VISCHONGO,051108,2021-09,1
932,CAJAMARCA,CAJABAMBA,CACHACHI,060202,2021-08,2
933,CAJAMARCA,CAJABAMBA,CACHACHI,060202,2021-09,2
934,CAJAMARCA,CAJABAMBA,CAJABAMBA,060201,2021-06,4
935,CAJAMARCA,CAJABAMBA,CAJABAMBA,060201,2021-07,1
936,CAJAMARCA,CAJABAMBA,CAJABAMBA,060201,2021-08,4
937,CAJAMARCA,CAJABAMBA,CAJABAMBA,060201,2021-09,2
938,CAJAMARCA,CAJABAMBA,CONDEBAMBA,060203,2021-08,2
939,CAJAMARCA,CAJABAMBA,SITACOCHA,060204,2021-08,3
940,CAJAMARCA,CAJABAMBA,SITACOCHA,060204,2021-09,1
941,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,2021-06,4
942,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,2021-07,5
943,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,2021-08,4
944,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,2021-09,5
945,CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,2021-08,2
946,CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,2021-09,1
947,CAJAMARCA,CAJAMARCA,JESUS,060106,2021-08,2
948,CAJAMARCA,CAJAMARCA,JESUS,060106,2021-09,2
949,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060108,2021-06,2
950,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060108,2021-07,1
951,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060108,2021-08,2
952,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060108,2021-09,2
953,CAJAMARCA,CAJAMARCA,MAGDALENA,060109,2021-08,2
954,CAJAMARCA,CAJAMARCA,MAGDALENA,060109,2021-09,3
955,CAJAMARCA,CAJAMARCA,SAN JUAN,060112,2021-09,2
956,CAJAMARCA,CELENDIN,CELENDIN,060301,2021-06,3
957,CAJAMARCA,CELENDIN,CELENDIN,060301,2021-08,2
958,CAJAMARCA,CELENDIN,CELENDIN,060301,2021-09,3
959,CAJAMARCA,CELENDIN,CORTEGANA,060303,2021-08,1
960,CAJAMARCA,CELENDIN,HUASMIN,060304,2021-08,1
961,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,060312,2021-08,2
962,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,060307,2021-08,1
963,CAJAMARCA,CELENDIN,SOROCHUCO,060309,2021-08,1
964,CAJAMARCA,CELENDIN,SUCRE,060310,2021-08,1
965,CAJAMARCA,CHOTA,ANGUIA,060402,2021-08,2
966,CAJAMARCA,CHOTA,ANGUIA,060402,2021-09,1
967,CAJAMARCA,CHOTA,CHALAMARCA,060419,2021-08,2
968,CAJAMARCA,CHOTA,CHIGUIRIP,060404,2021-08,2
969,CAJAMARCA,CHOTA,CHIGUIRIP,060404,2021-09,3
970,CAJAMARCA,CHOTA,CHIMBAN,060405,2021-08,1
971,CAJAMARCA,CHOTA,CHIMBAN,060405,2021-09,2
972,CAJAMARCA,CHOTA,CHOTA,060401,2021-06,4
973,CAJAMARCA,CHOTA,CHOTA,060401,2021-07,2
974,CAJAMARCA,CHOTA,CHOTA,060401,2021-08,3
975,CAJAMARCA,CHOTA,CHOTA,060401,2021-09,5
976,CAJAMARCA,CHOTA,COCHABAMBA,060407,2021-08,4
977,CAJAMARCA,CHOTA,COCHABAMBA,060407,2021-09,3
978,CAJAMARCA,CHOTA,CONCHAN,060408,2021-08,2
979,CAJAMARCA,CHOTA,CONCHAN,060408,2021-09,2
980,CAJAMARCA,CHOTA,HUAMBOS,060409,2021-08,1
981,CAJAMARCA,CHOTA,HUAMBOS,060409,2021-09,3
982,CAJAMARCA,CHOTA,LAJAS,060410,2021-08,2
983,CAJAMARCA,CHOTA,LAJAS,060410,2021-09,2
984,CAJAMARCA,CHOTA,LLAMA,060411,2021-08,1
985,CAJAMARCA,CHOTA,LLAMA,060411,2021-09,1
986,CAJAMARCA,CHOTA,PACCHA,060413,2021-08,2
987,CAJAMARCA,CHOTA,PACCHA,060413,2021-09,1
988,CAJAMARCA,CHOTA,QUEROCOTO,060415,2021-08,1
989,CAJAMARCA,CHOTA,QUEROCOTO,060415,2021-09,2
990,CAJAMARCA,CHOTA,TACABAMBA,060417,2021-06,3
991,CAJAMARCA,CHOTA,TACABAMBA,060417,2021-07,2
992,CAJAMARCA,CHOTA,TACABAMBA,060417,2021-08,3
993,CAJAMARCA,CHOTA,TACABAMBA,060417,2021-09,2
994,CAJAMARCA,CHOTA,TOCMOCHE,060418,2021-08,2
995,CAJAMARCA,CHOTA,TOCMOCHE,060418,2021-09,2
996,CAJAMARCA,CONTUMAZA,CHILETE,060502,2021-06,3
997,CAJAMARCA,CONTUMAZA,CHILETE,060502,2021-08,3
998,CAJAMARCA,CONTUMAZA,CHILETE,060502,2021-09,2
999,CAJAMARCA,CONTUMAZA,CONTUMAZA,060501,2021-06,3
1000,CAJAMARCA,CONTUMAZA,CONTUMAZA,060501,2021-08,4
1001,CAJAMARCA,CONTUMAZA,CONTUMAZA,060501,2021-09,2
1002,CAJAMARCA,CONTUMAZA,YONAN,060508,2021-06,3
1003,CAJAMARCA,CONTUMAZA,YONAN,060508,2021-07,2
1004,CAJAMARCA,CONTUMAZA,YONAN,060508,2021-08,5
1005,CAJAMARCA,CONTUMAZA,YONAN,060508,2021-09,2
1006,CAJAMARCA,CUTERVO,CALLAYUC,060602,2021-09,2
1007,CAJAMARCA,CUTERVO,CHOROS,060603,2021-08,1
1008,CAJAMARCA,CUTERVO,CUJILLO,060604,2021-09,1
1009,CAJAMARCA,CUTERVO,CUTERVO,060601,2021-06,3
1010,CAJAMARCA,CUTERVO,CUTERVO,060601,2021-07,1
1011,CAJAMARCA,CUTERVO,CUTERVO,060601,2021-08,4
1012,CAJAMARCA,CUTERVO,CUTERVO,060601,2021-09,3
1013,CAJAMARCA,CUTERVO,LA RAMADA,060605,2021-08,1
1014,CAJAMARCA,CUTERVO,PIMPINGOS,060606,2021-08,1
1015,CAJAMARCA,CUTERVO,QUEROCOTILLO,060607,2021-08,1
1016,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,060608,2021-09,2
1017,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,060609,2021-08,1
1018,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,060610,2021-09,1
1019,CAJAMARCA,CUTERVO,SANTA CRUZ,060611,2021-09,1
1020,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,060612,2021-08,2
1021,CAJAMARCA,CUTERVO,SANTO TOMAS,060613,2021-08,2
1022,CAJAMARCA,CUTERVO,SOCOTA,060614,2021-09,2
1023,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,060615,2021-08,1
1024,CAJAMARCA,HUALGAYOC,BAMBAMARCA,060701,2021-06,2
1025,CAJAMARCA,HUALGAYOC,BAMBAMARCA,060701,2021-08,1
1026,CAJAMARCA,HUALGAYOC,BAMBAMARCA,060701,2021-09,1
1027,CAJAMARCA,JAEN,BELLAVISTA,060802,2021-06,2
1028,CAJAMARCA,JAEN,BELLAVISTA,060802,2021-07,2
1029,CAJAMARCA,JAEN,BELLAVISTA,060802,2021-08,3
1030,CAJAMARCA,JAEN,BELLAVISTA,060802,2021-09,2
1031,CAJAMARCA,JAEN,CHONTALI,060803,2021-08,2
1032,CAJAMARCA,JAEN,COLASAY,060804,2021-08,2
1033,CAJAMARCA,JAEN,COLASAY,060804,2021-09,1
1034,CAJAMARCA,JAEN,HUABAL,060805,2021-08,1
1035,CAJAMARCA,JAEN,JAEN,060801,2021-06,4
1036,CAJAMARCA,JAEN,JAEN,060801,2021-07,2
1037,CAJAMARCA,JAEN,JAEN,060801,2021-08,6
1038,CAJAMARCA,JAEN,JAEN,060801,2021-09,4
1039,CAJAMARCA,JAEN,LAS PIRIAS,060806,2021-08,1
1040,CAJAMARCA,JAEN,LAS PIRIAS,060806,2021-09,1
1041,CAJAMARCA,JAEN,POMAHUACA,060807,2021-08,1
1042,CAJAMARCA,JAEN,PUCARA,060808,2021-06,1
1043,CAJAMARCA,JAEN,PUCARA,060808,2021-07,3
1044,CAJAMARCA,JAEN,PUCARA,060808,2021-08,3
1045,CAJAMARCA,JAEN,PUCARA,060808,2021-09,3
1046,CAJAMARCA,JAEN,SALLIQUE,060809,2021-08,1
1047,CAJAMARCA,JAEN,SALLIQUE,060809,2021-09,2
1048,CAJAMARCA,JAEN,SAN FELIPE,060810,2021-08,1
1049,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,060811,2021-08,2
1050,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,060811,2021-09,1
1051,CAJAMARCA,JAEN,SANTA ROSA,060812,2021-08,2
1052,CAJAMARCA,SAN IGNACIO,CHIRINOS,060902,2021-08,2
1053,CAJAMARCA,SAN IGNACIO,CHIRINOS,060902,2021-09,1
1054,CAJAMARCA,SAN IGNACIO,HUARANGO,060903,2021-08,2
1055,CAJAMARCA,SAN IGNACIO,LA COIPA,060904,2021-08,2
1056,CAJAMARCA,SAN IGNACIO,NAMBALLE,060905,2021-08,4
1057,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,060901,2021-06,3
1058,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,060901,2021-07,2
1059,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,060901,2021-08,4
1060,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,060901,2021-09,1
1061,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,060906,2021-08,2
1062,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,060906,2021-09,1
1063,CAJAMARCA,SAN IGNACIO,TABACONAS,060907,2021-08,2
1064,CAJAMARCA,SAN IGNACIO,TABACONAS,060907,2021-09,1
1065,CAJAMARCA,SAN MARCOS,ICHOCAN,061005,2021-08,4
1066,CAJAMARCA,SAN MARCOS,ICHOCAN,061005,2021-09,1
1067,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,061007,2021-08,3
1068,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,061001,2021-06,3
1069,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,061001,2021-07,2
1070,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,061001,2021-08,3
1071,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,061001,2021-09,4
1072,CAJAMARCA,SAN MIGUEL,CATILLUC,061104,2021-08,3
1073,CAJAMARCA,SAN MIGUEL,LA FLORIDA,061106,2021-08,2
1074,CAJAMARCA,SAN MIGUEL,LA FLORIDA,061106,2021-09,1
1075,CAJAMARCA,SAN MIGUEL,LLAPA,061107,2021-08,3
1076,CAJAMARCA,SAN MIGUEL,LLAPA,061107,2021-09,2
1077,CAJAMARCA,SAN MIGUEL,NANCHOC,061108,2021-08,3
1078,CAJAMARCA,SAN MIGUEL,NANCHOC,061108,2021-09,1
1079,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,061101,2021-06,3
1080,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,061101,2021-07,3
1081,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,061101,2021-08,6
1082,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,061101,2021-09,2
1083,CAJAMARCA,SAN MIGUEL,TONGOD,061112,2021-08,1
1084,CAJAMARCA,SAN MIGUEL,TONGOD,061112,2021-09,3
1085,CAJAMARCA,SAN PABLO,SAN PABLO,061201,2021-06,1
1086,CAJAMARCA,SAN PABLO,SAN PABLO,061201,2021-07,1
1087,CAJAMARCA,SAN PABLO,SAN PABLO,061201,2021-08,4
1088,CAJAMARCA,SAN PABLO,SAN PABLO,061201,2021-09,1
1089,CAJAMARCA,SANTA CRUZ,CATACHE,061303,2021-08,1
1090,CAJAMARCA,SANTA CRUZ,CATACHE,061303,2021-09,2
1091,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,061304,2021-08,1
1092,CAJAMARCA,SANTA CRUZ,NINABAMBA,061306,2021-08,1
1093,CAJAMARCA,SANTA CRUZ,PULAN,061307,2021-08,1
1094,CAJAMARCA,SANTA CRUZ,PULAN,061307,2021-09,1
1095,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,061301,2021-06,1
1096,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,061301,2021-07,4
1097,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,061301,2021-08,5
1098,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,061301,2021-09,2
1099,CAJAMARCA,SANTA CRUZ,YAUYUCAN,061311,2021-08,3
1100,CAJAMARCA,SANTA CRUZ,YAUYUCAN,061311,2021-09,1
1101,CALLAO,CALLAO,BELLAVISTA,,2021-06,5
1102,CALLAO,CALLAO,BELLAVISTA,,2021-07,7
1103,CALLAO,CALLAO,BELLAVISTA,,2021-08,6
1104,CALLAO,CALLAO,BELLAVISTA,,2021-09,4
1105,CALLAO,CALLAO,CALLAO,,2021-06,5
1106,CALLAO,CALLAO,CALLAO,,2021-07,5
1107,CALLAO,CALLAO,CALLAO,,2021-08,6
1108,CALLAO,CALLAO,CALLAO,,2021-09,3
1109,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,,2021-06,4
1110,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,,2021-07,3
1111,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,,2021-08,4
1112,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,,2021-09,2
1113,CALLAO,CALLAO,LA PERLA,,2021-06,1
1114,CALLAO,CALLAO,LA PERLA,,2021-08,3
1115,CALLAO,CALLAO,LA PERLA,,2021-09,1
1116,CALLAO,CALLAO,LA PUNTA,,2021-07,1
1117,CALLAO,CALLAO,LA PUNTA,,2021-08,1
1118,CALLAO,CALLAO,LA PUNTA,,2021-09,1
1119,CALLAO,CALLAO,MI PERU,,2021-06,1
1120,CALLAO,CALLAO,MI PERU,,2021-07,1
1121,CALLAO,CALLAO,MI PERU,,2021-08,1
1122,CALLAO,CALLAO,VENTANILLA,,2021-06,3
1123,CALLAO,CALLAO,VENTANILLA,,2021-07,6
1124,CALLAO,CALLAO,VENTANILLA,,2021-08,5
1125,CALLAO,CALLAO,VENTANILLA,,2021-09,2
1126,CUSCO,ACOMAYO,ACOMAYO,080201,2021-06,1
1127,CUSCO,ACOMAYO,ACOMAYO,080201,2021-07,3
1128,CUSCO,ACOMAYO,ACOPIA,080202,2021-07,1
1129,CUSCO,ACOMAYO,ACOPIA,080202,2021-08,1
1130,CUSCO,ACOMAYO,ACOS,080203,2021-08,3
1131,CUSCO,ACOMAYO,MOSOC LLACTA,080204,2021-07,1
1132,CUSCO,ACOMAYO,POMACANCHI,080205,2021-06,1
1133,CUSCO,ACOMAYO,POMACANCHI,080205,2021-07,3
1134,CUSCO,ACOMAYO,POMACANCHI,080205,2021-08,4
1135,CUSCO,ACOMAYO,RONDOCAN,080206,2021-07,1
1136,CUSCO,ACOMAYO,RONDOCAN,080206,2021-08,1
1137,CUSCO,ACOMAYO,SANGARARA,080207,2021-07,1
1138,CUSCO,ACOMAYO,SANGARARA,080207,2021-08,2
1139,CUSCO,ANTA,ANCAHUASI,080302,2021-07,1
1140,CUSCO,ANTA,ANTA,080301,2021-06,3
1141,CUSCO,ANTA,ANTA,080301,2021-07,2
1142,CUSCO,ANTA,ANTA,080301,2021-09,1
1143,CUSCO,ANTA,CACHIMAYO,080303,2021-07,1
1144,CUSCO,ANTA,CHINCHAYPUJIO,080304,2021-07,1
1145,CUSCO,ANTA,CHINCHAYPUJIO,080304,2021-09,1
1146,CUSCO,ANTA,HUAROCONDO,080305,2021-07,1
1147,CUSCO,ANTA,LIMATAMBO,080306,2021-06,2
1148,CUSCO,ANTA,LIMATAMBO,080306,2021-07,1
1149,CUSCO,ANTA,LIMATAMBO,080306,2021-09,1
1150,CUSCO,ANTA,MOLLEPATA,080307,2021-07,1
1151,CUSCO,ANTA,MOLLEPATA,080307,2021-08,1
1152,CUSCO,ANTA,PUCYURA,080308,2021-07,1
1153,CUSCO,ANTA,ZURITE,080309,2021-07,1
1154,CUSCO,CALCA,CALCA,080401,2021-06,3
1155,CUSCO,CALCA,CALCA,080401,2021-07,2
1156,CUSCO,CALCA,CALCA,080401,2021-08,1
1157,CUSCO,CALCA,CALCA,080401,2021-09,2
1158,CUSCO,CALCA,COYA,080402,2021-07,1
1159,CUSCO,CALCA,COYA,080402,2021-08,1
1160,CUSCO,CALCA,LAMAY,080403,2021-07,1
1161,CUSCO,CALCA,LAMAY,080403,2021-08,1
1162,CUSCO,CALCA,LARES,080404,2021-07,2
1163,CUSCO,CALCA,LARES,080404,2021-08,1
1164,CUSCO,CALCA,PISAC,080405,2021-06,1
1165,CUSCO,CALCA,PISAC,080405,2021-07,2
1166,CUSCO,CALCA,PISAC,080405,2021-08,2
1167,CUSCO,CALCA,PISAC,080405,2021-09,1
1168,CUSCO,CALCA,SAN SALVADOR,080406,2021-07,1
1169,CUSCO,CALCA,SAN SALVADOR,080406,2021-08,2
1170,CUSCO,CALCA,TARAY,080407,2021-07,1
1171,CUSCO,CALCA,YANATILE,080408,2021-06,2
1172,CUSCO,CALCA,YANATILE,080408,2021-07,3
1173,CUSCO,CALCA,YANATILE,080408,2021-08,2
1174,CUSCO,CALCA,YANATILE,080408,2021-09,1
1175,CUSCO,CANAS,CHECCA,080502,2021-07,2
1176,CUSCO,CANAS,CHECCA,080502,2021-08,1
1177,CUSCO,CANAS,KUNTURKANKI,080503,2021-06,2
1178,CUSCO,CANAS,KUNTURKANKI,080503,2021-07,3
1179,CUSCO,CANAS,LANGUI,080504,2021-07,1
1180,CUSCO,CANAS,LAYO,080505,2021-07,1
1181,CUSCO,CANAS,LAYO,080505,2021-08,2
1182,CUSCO,CANAS,PAMPAMARCA,080506,2021-07,1
1183,CUSCO,CANAS,QUEHUE,080507,2021-06,1
1184,CUSCO,CANAS,QUEHUE,080507,2021-07,1
1185,CUSCO,CANAS,QUEHUE,080507,2021-08,1
1186,CUSCO,CANAS,TUPAC AMARU,080508,2021-07,1
1187,CUSCO,CANAS,YANAOCA,080501,2021-06,1
1188,CUSCO,CANAS,YANAOCA,080501,2021-07,2
1189,CUSCO,CANAS,YANAOCA,080501,2021-08,3
1190,CUSCO,CANAS,YANAOCA,080501,2021-09,1
1191,CUSCO,CANCHIS,CHECACUPE,080602,2021-08,3
1192,CUSCO,CANCHIS,COMBAPATA,080603,2021-06,1
1193,CUSCO,CANCHIS,COMBAPATA,080603,2021-07,3
1194,CUSCO,CANCHIS,COMBAPATA,080603,2021-08,3
1195,CUSCO,CANCHIS,COMBAPATA,080603,2021-09,2
1196,CUSCO,CANCHIS,MARANGANI,080604,2021-07,2
1197,CUSCO,CANCHIS,MARANGANI,080604,2021-08,2
1198,CUSCO,CANCHIS,PITUMARCA,080605,2021-07,1
1199,CUSCO,CANCHIS,PITUMARCA,080605,2021-08,2
1200,CUSCO,CANCHIS,SAN PABLO,080606,2021-07,1
1201,CUSCO,CANCHIS,SAN PABLO,080606,2021-08,2
1202,CUSCO,CANCHIS,SAN PEDRO,080607,2021-07,1
1203,CUSCO,CANCHIS,SAN PEDRO,080607,2021-08,1
1204,CUSCO,CANCHIS,SAN PEDRO,080607,2021-09,1
1205,CUSCO,CANCHIS,SICUANI,080601,2021-06,3
1206,CUSCO,CANCHIS,SICUANI,080601,2021-07,5
1207,CUSCO,CANCHIS,SICUANI,080601,2021-08,7
1208,CUSCO,CANCHIS,SICUANI,080601,2021-09,3
1209,CUSCO,CANCHIS,TINTA,080608,2021-07,1
1210,CUSCO,CANCHIS,TINTA,080608,2021-08,2
1211,CUSCO,CHUMBIVILCAS,CAPACMARCA,080702,2021-07,1
1212,CUSCO,CHUMBIVILCAS,CAPACMARCA,080702,2021-08,4
1213,CUSCO,CHUMBIVILCAS,CHAMACA,080703,2021-07,1
1214,CUSCO,CHUMBIVILCAS,CHAMACA,080703,2021-08,2
1215,CUSCO,CHUMBIVILCAS,COLQUEMARCA,080704,2021-07,2
1216,CUSCO,CHUMBIVILCAS,COLQUEMARCA,080704,2021-08,4
1217,CUSCO,CHUMBIVILCAS,COLQUEMARCA,080704,2021-09,2
1218,CUSCO,CHUMBIVILCAS,LIVITACA,080705,2021-06,3
1219,CUSCO,CHUMBIVILCAS,LIVITACA,080705,2021-07,4
1220,CUSCO,CHUMBIVILCAS,LIVITACA,080705,2021-08,3
1221,CUSCO,CHUMBIVILCAS,LIVITACA,080705,2021-09,2
1222,CUSCO,CHUMBIVILCAS,QUIÑOTA,080707,2021-07,1
1223,CUSCO,CHUMBIVILCAS,QUIÑOTA,080707,2021-08,2
1224,CUSCO,CHUMBIVILCAS,QUIÑOTA,080707,2021-09,1
1225,CUSCO,CHUMBIVILCAS,SANTO TOMAS,080701,2021-06,3
1226,CUSCO,CHUMBIVILCAS,SANTO TOMAS,080701,2021-07,4
1227,CUSCO,CHUMBIVILCAS,SANTO TOMAS,080701,2021-08,5
1228,CUSCO,CHUMBIVILCAS,SANTO TOMAS,080701,2021-09,4
1229,CUSCO,CHUMBIVILCAS,VELILLE,080708,2021-08,4
1230,CUSCO,CHUMBIVILCAS,VELILLE,080708,2021-09,1
1231,CUSCO,CUSCO,CCORCA,080102,2021-07,2
1232,CUSCO,CUSCO,CUSCO,080101,2021-06,2
1233,CUSCO,CUSCO,CUSCO,080101,2021-07,4
1234,CUSCO,CUSCO,CUSCO,080101,2021-08,4
1235,CUSCO,CUSCO,CUSCO,080101,2021-09,2
1236,CUSCO,CUSCO,POROY,080103,2021-07,1
1237,CUSCO,CUSCO,POROY,080103,2021-08,2
1238,CUSCO,CUSCO,SAN JERONIMO,080104,2021-06,3
1239,CUSCO,CUSCO,SAN JERONIMO,080104,2021-07,3
1240,CUSCO,CUSCO,SAN JERONIMO,080104,2021-08,4
1241,CUSCO,CUSCO,SAN JERONIMO,080104,2021-09,3
1242,CUSCO,CUSCO,SAN SEBASTIAN,080105,2021-06,3
1243,CUSCO,CUSCO,SAN SEBASTIAN,080105,2021-07,4
1244,CUSCO,CUSCO,SAN SEBASTIAN,080105,2021-08,4
1245,CUSCO,CUSCO,SAN SEBASTIAN,080105,2021-09,1
1246,CUSCO,CUSCO,SANTIAGO,080106,2021-06,3
1247,CUSCO,CUSCO,SANTIAGO,080106,2021-07,4
1248,CUSCO,CUSCO,SANTIAGO,080106,2021-08,5
1249,CUSCO,CUSCO,SANTIAGO,080106,2021-09,4
1250,CUSCO,CUSCO,SAYLLA,080107,2021-07,1
1251,CUSCO,CUSCO,SAYLLA,080107,2021-08,2
1252,CUSCO,CUSCO,WANCHAQ,080108,2021-06,2
1253,CUSCO,CUSCO,WANCHAQ,080108,2021-07,2
1254,CUSCO,CUSCO,WANCHAQ,080108,2021-08,3
